,image_name,category_labels
1897,1897.png,"['Copywriting', 'Curator', 'Dance', 'Digital art', 'NFT art', 'Painting', 'Pottery and ceramics', 'Social media content', 'Writing']"
1898,1898.jpg,"['Copywriting', 'Curator', 'Dance', 'Digital art', 'NFT art', 'Painting', 'Pottery and ceramics', 'Social media content', 'Writing']"
1899,1899.png,"['Copywriting', 'Curator', 'Dance', 'Digital art', 'NFT art', 'Painting', 'Pottery and ceramics', 'Social media content', 'Writing']"
1900,1900.jpeg,"['Curator', 'Digital art', 'Drawing', 'NFT art', 'Nude art', 'Painting']"
1901,1901.avif,"['Curator', 'Digital art', 'Drawing', 'NFT art', 'Nude art', 'Painting']"
1902,1902.avif,"['Curator', 'Digital art', 'Drawing', 'NFT art', 'Nude art', 'Painting']"
1903,1903.avif,"['Curator', 'Digital art', 'Drawing', 'NFT art', 'Nude art', 'Painting']"
1904,1904.avif,"['Curator', 'Digital art', 'Drawing', 'NFT art', 'Nude art', 'Painting']"
1905,1905.avif,"['Curator', 'Digital art', 'Drawing', 'NFT art', 'Nude art', 'Painting']"
1906,1906.avif,"['Curator', 'Digital art', 'Mural', 'NFT art', 'Nude art', 'Painting', 'Photography']"
1907,1907.avif,"['Curator', 'Digital art', 'Mural', 'NFT art', 'Nude art', 'Painting', 'Photography']"
1908,1908.avif,"['Curator', 'Digital art', 'Drawing', 'NFT art', 'Painting', 'Printmaking']"
1909,1909.avif,"['Curator', 'Digital art', 'Drawing', 'NFT art', 'Painting', 'Printmaking']"
1910,1910.avif,"['Curator', 'Digital art', 'Drawing', 'NFT art', 'Painting', 'Printmaking']"
1911,1911.avif,"['Curator', 'Digital art', 'Graphic design', 'Illustration', 'NFT art', 'UI design']"
1912,1912.avif,"['Curator', 'Digital art', 'Graphic design', 'Illustration', 'NFT art', 'UI design']"
1913,1913.avif,"['Curator', 'Digital art', 'Graphic design', 'Illustration', 'NFT art', 'UI design']"
1914,1914.png,"['Curator', 'Digital art', 'Photography', 'Poetry', 'Singing', 'Videography']"
1915,1915.png,"['Curator', 'Digital art', 'Photography', 'Poetry', 'Singing', 'Videography']"
1916,1916.jpg,"['Curator', 'Digital art', 'Photography', 'Poetry', 'Singing', 'Videography']"
1917,1917.jpg,"['Curator', 'Digital art', 'Photography', 'Poetry', 'Singing', 'Videography']"
1918,1918.jpg,"['Curator', 'Digital art', 'Photography', 'Poetry', 'Singing', 'Videography']"
1919,1919.jpg,"['Curator', 'Digital art', 'Photography', 'Poetry', 'Singing', 'Videography']"
1920,1920.jpg,"['Curator', 'Digital art', 'Photography', 'Poetry', 'Singing', 'Videography']"
1921,1921.jpg,"['Curator', 'NFT art', 'Photography']"
1922,1922.jpg,"['Curator', 'NFT art', 'Photography']"
1923,1923.jpg,"['Curator', 'NFT art', 'Photography']"
1924,1924.jpg,"['Curator', 'NFT art', 'Photography']"
1925,1925.jpg,"['Curator', 'NFT art', 'Photography']"
1926,1926.jpg,"['Curator', 'Digital art', 'NFT art', 'Photography']"
1927,1927.avif,"['Dance', 'Digital art', 'Improvisation', 'Installation art', 'NFT art', 'Performance art', 'Photography', 'Video art', 'Video editing']"
1928,1928.avif,"['Dance', 'Digital art', 'Improvisation', 'Installation art', 'NFT art', 'Performance art', 'Photography', 'Video art', 'Video editing']"
1929,1929.jpg,"['Dance', 'Photography']"
1930,1930.jpeg,"['Dance', 'NFT art', 'Painting', 'Performance art', 'Photography', 'Street dance', 'Videography']"
1931,1931.jpeg,"['Dance', 'NFT art', 'Painting', 'Performance art', 'Photography', 'Street dance', 'Videography']"
1932,1932.jpeg,"['Dance', 'NFT art', 'Painting', 'Performance art', 'Photography', 'Street dance', 'Videography']"
1933,1933.jpeg,"['Dance', 'Nude art', 'Photography']"
1934,1934.jpeg,"['Dance', 'Nude art', 'Photography']"
1935,1935.jpeg,"['Dance', 'Nude art', 'Photography']"
1936,1936.avif,"['Digital art', 'NFT art', 'Painting']"
1937,1937.avif,"['Digital art', 'NFT art', 'Painting']"
1938,1938.avif,"['Digital art', 'NFT art', 'Painting']"
1939,1939.jpg,"['Digital art', 'Illustration', 'NFT art']"
1940,1940.jpeg,"['Digital art', 'Illustration', 'NFT art']"
1941,1941.avif,"['Digital art', 'Illustration', 'NFT art']"
1942,1942.avif,"['Digital art', 'Illustration', 'NFT art']"
1943,1943.avif,"['Digital art', 'Illustration', 'NFT art']"
1944,1944.avif,"['Digital art', 'Graphic design']"
1945,1945.avif,"['Digital art', 'Graphic design']"
1946,1946.avif,"['Digital art', 'Graphic design']"
1947,1947.avif,"['Digital art', 'Painting']"
1948,1948.avif,"['Digital art', 'Painting']"
1949,1949.avif,"['Digital art', 'Painting']"
1950,1950.avif,['Digital art']
1951,1951.avif,['Digital art']
1952,1952.avif,"['Digital art', 'Graphic design', 'Installation art', 'Nude art', 'Painting', 'Sculpture']"
1953,1953.jpeg,"['Digital art', 'Graphic design', 'NFT art', 'Painting']"
1954,1954.jpeg,"['Digital art', 'Graphic design', 'NFT art', 'Painting']"
1955,1955.jpeg,"['Digital art', 'Graphic design', 'NFT art', 'Painting']"
1956,1956.jpeg,"['Digital art', 'Graphic design', 'NFT art', 'Painting']"
1957,1957.jpeg,"['Digital art', 'Graphic design', 'NFT art', 'Painting']"
1958,1958.avif,"['Digital art', 'Graphic design', 'NFT art', 'Painting']"
1959,1959.avif,"['Digital art', 'Graphic design', 'NFT art', 'Painting']"
1960,1960.avif,"['Digital art', 'Graphic design', 'NFT art', 'Painting']"
1961,1961.avif,"['Digital art', 'Graphic design', 'NFT art', 'Painting']"
1962,1962.png,"['Digital art', 'Drawing', 'Illustration', 'NFT art']"
1963,1963.png,"['Digital art', 'Drawing', 'Illustration', 'NFT art']"
1964,1964.png,"['Digital art', 'Drawing', 'Illustration', 'NFT art']"
1965,1965.jpg,"['Digital art', 'Drawing', 'Illustration', 'NFT art']"
1966,1966.PNG,"['Digital art', 'Drawing', 'Illustration', 'NFT art']"
1967,1967.PNG,"['Digital art', 'Drawing', 'Illustration', 'NFT art']"
1968,1968.png,"['Digital art', 'Drawing', 'Illustration', 'NFT art']"
1969,1969.avif,['Digital art']
1970,1970.avif,['Digital art']
1971,1971.avif,['Digital art']
1972,1972.avif,['Digital art']
1973,1973.avif,['Digital art']
1974,1974.avif,['Digital art']
1975,1975.jpg,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
1976,1976.jpg,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
1977,1977.jpg,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
1978,1978.jpg,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
1979,1979.jpg,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
1980,1980.jpg,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
1981,1981.jpg,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
1982,1982.jpg,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
1983,1983.jpg,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
1984,1984.jpg,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
1985,1985.jpg,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
1986,1986.jpg,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
1987,1987.avif,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
1988,1988.avif,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
1989,1989.avif,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
1990,1990.avif,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
1991,1991.avif,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
1992,1992.avif,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
1993,1993.avif,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
1994,1994.avif,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
1995,1995.avif,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
1996,1996.JPG,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
1997,1997.jpg,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
1998,1998.jpg,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
1999,1999.JPG,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
2000,2000.avif,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
2001,2001.avif,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
2002,2002.avif,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
2003,2003.avif,"['Digital art', 'Illustration', 'NFT art', 'Painting']"
2004,2004.avif,['Digital art']
2005,2005.avif,['Digital art']
2006,2006.avif,['Digital art']
2007,2007.avif,"['Digital art', 'NFT art', 'Nude art', 'Painting']"
2008,2008.avif,"['Digital art', 'NFT art', 'Nude art', 'Painting']"
2009,2009.avif,"['Digital art', 'NFT art', 'Nude art', 'Painting']"
2010,2010.jpg,"['Digital art', 'Illustration', 'Painting']"
2011,2011.avif,"['Digital art', 'Illustration', 'Painting']"
2012,2012.avif,"['Digital art', 'Illustration', 'Painting']"
2013,2013.avif,"['Digital art', 'Illustration', 'Painting']"
2014,2014.jpg,"['Digital art', 'Drawing', 'Illustration']"
2015,2015.jpg,"['Digital art', 'Drawing', 'Illustration']"
2016,2016.jpg,"['Digital art', 'Drawing', 'Illustration']"
2017,2017.avif,"['Digital art', 'NFT art', 'Photography']"
2018,2018.avif,"['Digital art', 'NFT art', 'Photography']"
2019,2019.avif,"['Digital art', 'NFT art', 'Photography']"
2020,2020.avif,"['Digital art', 'Illustration', 'NFT art']"
2021,2021.avif,"['Digital art', 'Illustration', 'NFT art']"
2022,2022.avif,"['Digital art', 'Illustration', 'NFT art']"
2023,2023.avif,"['Digital art', 'Illustration', 'NFT art']"
2024,2024.avif,"['Digital art', 'Illustration', 'NFT art']"
2025,2025.avif,['Digital art']
2026,2026.avif,['Digital art']
2027,2027.avif,['Digital art']
2028,2028.avif,['Digital art']
2029,2029.avif,['Digital art']
2030,2030.avif,['Digital art']
2031,2031.avif,['Digital art']
2032,2032.avif,['Digital art']
2033,2033.avif,['Digital art']
2034,2034.avif,"['Digital art', 'Filmmaking', 'Photography']"
2035,2035.avif,"['Digital art', 'Filmmaking', 'Photography']"
2036,2036.avif,"['Digital art', 'Filmmaking', 'Photography']"
2037,2037.avif,"['Digital art', 'Digital art']"
2038,2038.avif,"['Digital art', 'Digital art']"
2039,2039.avif,"['Digital art', 'Digital art']"
2040,2040.avif,"['Digital art', 'Digital art']"
2041,2041.avif,"['Digital art', 'Digital art']"
2042,2042.avif,"['Digital art', 'Digital art']"
2043,2043.avif,"['Digital art', 'Digital art']"
2044,2044.avif,"['Digital art', 'Digital art']"
2045,2045.avif,"['Digital art', 'Digital art']"
2046,2046.avif,"['Digital art', 'Digital art']"
2047,2047.avif,"['Digital art', 'Digital art']"
2048,2048.avif,"['Digital art', 'Digital art']"
2049,2049.avif,"['Digital art', 'Digital art', 'NFT art', 'Painting']"
2050,2050.avif,"['Digital art', 'Digital art', 'NFT art', 'Painting']"
2051,2051.avif,"['Digital art', 'Digital art', 'NFT art', 'Painting']"
2052,2052.avif,"['Digital art', 'Digital art', 'NFT art', 'Painting']"
2053,2053.jpg,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2054,2054.jpg,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2055,2055.jpg,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2056,2056.jpg,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2057,2057.png,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2058,2058.png,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2059,2059.png,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2060,2060.png,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2061,2061.png,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2062,2062.png,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2063,2063.png,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2064,2064.png,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2065,2065.png,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2066,2066.png,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2067,2067.png,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2068,2068.png,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2069,2069.jpg,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2070,2070.jpg,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2071,2071.jpg,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2072,2072.jpg,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2073,2073.jpg,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2074,2074.jpg,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2075,2075.jpg,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2076,2076.jpg,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2077,2077.jpg,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2078,2078.jpg,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2079,2079.jpg,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2080,2080.jpg,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2081,2081.jpg,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2082,2082.jpg,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2083,2083.jpg,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2084,2084.jpg,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2085,2085.jpg,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2086,2086.avif,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2087,2087.avif,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2088,2088.avif,"['Digital art', 'Digital art', 'Illustration', 'NFT art', 'Pop art', 'Street art']"
2089,2089.avif,"['Digital art', 'Digital art', 'NFT art', 'Photography']"
2090,2090.avif,"['Digital art', 'Digital art', 'NFT art', 'Photography']"
2091,2091.avif,"['Digital art', 'Digital art', 'NFT art', 'Photography']"
2092,2092.avif,['Digital art']
2093,2093.avif,['Digital art']
2094,2094.avif,['Digital art']
2095,2095.avif,"['Digital art', 'Painting']"
2096,2096.avif,"['Digital art', 'Painting']"
2097,2097.avif,"['Digital art', 'Painting']"
2098,2098.jpg,"['Digital art', 'Illustration', 'NFT art']"
2099,2099.jpg,"['Digital art', 'Illustration', 'NFT art']"
2100,2100.jpg,"['Digital art', 'Illustration', 'NFT art']"
2101,2101.jpg,"['Digital art', 'Illustration', 'NFT art', 'Nude art', 'Photography']"
2102,2102.jpg,"['Digital art', 'Illustration', 'NFT art', 'Nude art', 'Photography']"
2103,2103.jpg,"['Digital art', 'Illustration', 'NFT art', 'Nude art', 'Photography']"
2104,2104.avif,"['Digital art', 'Illustration', 'NFT art', 'Nude art', 'Photography']"
2105,2105.avif,"['Digital art', 'Illustration', 'NFT art', 'Nude art', 'Photography']"
2106,2106.avif,"['Digital art', 'Illustration', 'NFT art', 'Nude art', 'Photography']"
2107,2107.avif,"['Digital art', 'Illustration', 'NFT art', 'Nude art', 'Photography']"
2108,2108.avif,"['Digital art', 'Illustration', 'NFT art', 'Nude art', 'Photography']"
2109,2109.avif,"['Digital art', 'Illustration', 'NFT art', 'Nude art', 'Photography']"
2110,2110.avif,"['Digital art', 'Illustration', 'NFT art', 'Nude art', 'Photography']"
2111,2111.avif,"['Digital art', 'Illustration', 'NFT art', 'Nude art', 'Photography']"
2112,2112.avif,"['Digital art', 'Illustration', 'NFT art', 'Nude art', 'Photography']"
2113,2113.avif,"['Digital art', 'Illustration', 'NFT art', 'Nude art', 'Photography']"
2114,2114.avif,"['Digital art', 'Illustration', 'NFT art', 'Nude art', 'Photography']"
2115,2115.avif,"['Digital art', 'Illustration', 'NFT art', 'Nude art', 'Photography']"
2116,2116.PNG,['Digital art']
2117,2117.jpg,['Digital art']
2118,2118.PNG,['Digital art']
2119,2119.PNG,['Digital art']
2120,2120.PNG,['Digital art']
2121,2121.PNG,['Digital art']
2122,2122.PNG,['Digital art']
2123,2123.PNG,['Digital art']
2124,2124.jpg,['Digital art']
2125,2125.png,['Digital art']
2126,2126.jpeg,['Digital art']
2127,2127.jpg,['Digital art']
2128,2128.png,['Digital art']
2129,2129.jpg,['Digital art']
2130,2130.PNG,['Digital art']
2131,2131.avif,"['Digital art', 'Illustration', 'Painting', 'Printmaking']"
2132,2132.avif,"['Digital art', 'Illustration', 'Painting', 'Printmaking']"
2133,2133.avif,"['Digital art', 'Illustration', 'Painting', 'Printmaking']"
2134,2134.avif,"['Digital art', 'Illustration', 'Painting', 'Printmaking']"
2135,2135.avif,"['Digital art', 'Illustration', 'Painting', 'Printmaking']"
2136,2136.avif,['Digital art']
2137,2137.avif,['Digital art']
2138,2138.avif,['Digital art']
2139,2139.avif,"['Digital art', 'Illustration', 'NFT art']"
2140,2140.avif,"['Digital art', 'Illustration', 'NFT art']"
2141,2141.avif,"['Digital art', 'Illustration', 'NFT art']"
2142,2142.avif,['Digital art']
2143,2143.avif,['Digital art']
2144,2144.avif,['Digital art']
2145,2145.png,"['Digital art', 'NFT art', 'Photography']"
2146,2146.jpg,"['Digital art', 'NFT art', 'Photography']"
2147,2147.PNG,"['Digital art', 'NFT art', 'Photography']"
2148,2148.avif,"['Digital art', 'NFT art', 'Photography']"
2149,2149.avif,"['Digital art', 'Illustration']"
2150,2150.avif,"['Digital art', 'Illustration']"
2151,2151.avif,"['Digital art', 'Illustration']"
2152,2152.jpg,['Digital art']
2153,2153.png,['Digital art']
2154,2154.jpg,['Digital art']
2155,2155.png,['Digital art']
2156,2156.png,"['Digital art', 'Illustration', 'Painting']"
2157,2157.png,"['Digital art', 'Illustration', 'Painting']"
2158,2158.png,"['Digital art', 'Illustration', 'Painting']"
2159,2159.png,"['Digital art', 'Illustration', 'Painting']"
2160,2160.png,"['Digital art', 'Illustration', 'Painting']"
2161,2161.png,"['Digital art', 'Illustration', 'Painting']"
2162,2162.jpg,"['Digital art', 'Illustration', 'Painting']"
2163,2163.jpg,"['Digital art', 'Illustration', 'Painting']"
2164,2164.jpg,"['Digital art', 'Illustration', 'Painting']"
2165,2165.jpg,"['Digital art', 'Illustration', 'Painting']"
2166,2166.avif,"['Digital art', 'Drawing', 'Mural', 'NFT art', 'Painting']"
2167,2167.avif,"['Digital art', 'Drawing', 'Mural', 'NFT art', 'Painting']"
2168,2168.avif,"['Digital art', 'Drawing', 'Mural', 'NFT art', 'Painting']"
2169,2169.avif,"['Digital art', 'Drawing', 'Mural', 'NFT art', 'Painting']"
2170,2170.avif,"['Digital art', 'Drawing', 'Mural', 'NFT art', 'Painting']"
2171,2171.avif,"['Digital art', 'Drawing', 'Mural', 'NFT art', 'Painting']"
2172,2172.avif,"['Digital art', 'Drawing', 'Mural', 'NFT art', 'Painting']"
2173,2173.avif,"['Digital art', 'Drawing', 'Mural', 'NFT art', 'Painting']"
2174,2174.avif,"['Digital art', 'Drawing', 'Mural', 'NFT art', 'Painting']"
2175,2175.avif,"['Digital art', 'Drawing', 'Mural', 'NFT art', 'Painting']"
2176,2176.avif,"['Digital art', 'Drawing', 'Mural', 'NFT art', 'Painting']"
